District Name,District Code,Churn/Intake Enroll,% Churn,% Intake,Stability Enroll,% Stability
Upper Cape Cod Regional Vocational Technical,08790000,       711,     2.5,     0.6,       708,    97.9
Uxbridge,03040000,"     1,802",     9.4,     5.8,"     1,733",    94.3
Veritas Preparatory Charter School (District),04980000,       360,     5.8,     1.9,       358,    94.7
Wachusett,07750000,"     7,252",     4.7,     3.5,"     7,136",    96.8
Wakefield,03050000,"     3,558",     4.0,     2.7,"     3,490",    97.9
Wales,03060000,       157,     8.9,     4.5,       150,    95.3
Walpole,03070000,"     3,854",     4.7,     2.6,"     3,767",    97.7
Waltham,03080000,"     5,977",    12.4,     8.0,"     5,654",    93.3
Ware,03090000,"     1,248",    12.0,     7.1,"     1,194",    92.0
Wareham,03100000,"     2,272",    12.9,     8.4,"     2,140",    92.6
Watertown,03140000,"     2,746",     8.2,     5.6,"     2,641",    95.6
Wayland,03150000,"     2,719",     1.3,     0.9,"     2,699",    99.4
Webster,03160000,"     2,010",    18.0,    11.8,"     1,853",    89.0
Wellesley,03170000,"     5,027",     3.2,     2.2,"     4,970",    98.0
Wellfleet,03180000,       109,     8.3,     6.4,       105,    95.2
West Boylston,03220000,       921,     5.4,     2.7,       898,    97.0
West Bridgewater,03230000,"     1,388",     4.5,     2.7,"     1,362",    97.3
West Springfield,03320000,"     4,326",    12.0,     6.9,"     4,142",    92.2
Westborough,03210000,"     4,128",     9.5,     5.9,"     3,929",    95.2
Westfield,03250000,"     5,543",     7.8,     4.4,"     5,355",    95.9
Westford,03260000,"     5,164",     4.0,     2.8,"     5,071",    97.8
Westhampton,03270000,       126,     5.6,     4.8,       121,    98.3
Weston,03300000,"     2,123",     2.6,     1.5,"     2,104",    98.2
Westport,03310000,"     1,473",     5.5,     2.4,"     1,444",    96.4
Westwood,03350000,"     3,131",     2.2,     1.9,"     3,086",    99.2
Weymouth,03360000,"     6,144",    12.1,     8.3,"     5,867",    92.3
Whately,03370000,       141,     7.1,     2.1,       139,    94.2
Whitman-Hanson,07800000,"     3,930",     6.0,     4.1,"     3,829",    96.6
Whittier Regional Vocational Technical,08850000,"     1,259",     3.1,     0.7,"     1,250",    97.6
Williamsburg,03400000,       154,     5.2,     4.5,       147,    99.3
Wilmington,03420000,"     3,278",     4.2,     2.1,"     3,219",    97.6
Winchendon,03430000,"     1,326",    10.3,     5.1,"     1,273",    93.9
Winchester,03440000,"     4,708",     2.8,     1.7,"     4,643",    98.6
Winthrop,03460000,"     2,067",     8.3,     5.3,"     1,998",    94.8
Woburn,03470000,"     4,724",    10.3,     6.1,"     4,521",    94.0
Worcester,03480000,"    27,250",    15.8,     8.4,"    25,740",    91.4
Worthington,03490000,        81,    16.0,     9.9,        74,    91.9
Wrentham,03500000,"     1,037",     8.4,     6.4,"     1,012",    93.9
