School Name,School Code,K,1,2,3,4,5,6,7,8,9,10,11,ALL
Lawrence - James F Hennessey,01490020,  13.5,  15.5,,,,,,,,,,,  14.6
Lawrence - John Breen School,01490003,,,,,,,,,,,,,
Lawrence - John K Tarbox,01490075,,  15.9,  17.5,  10.7,  14.5,,,,,,,,  14.7
Lawrence - Lawlor Early Childhood Center,01490002,,,,,,,,,,,,,
Lawrence - Lawrence Family Public Academy,01490011,,,,,,,,,,,,,
Lawrence - Lawrence High School,01490515,,,,,,,,,,   5.5,   6.0,   4.9,   5.5
Lawrence - Oliver Partnership School,01490048,,  15.0,   6.7,   9.4,  16.2,,,,,,,,  11.9
Lawrence - Parthum Middle School,01490027,,,,,,  10.9,   7.2,   3.8,,,,,   7.2
Lawrence - RISE Academy,01490615,,,,,,,,,,,,,
Lawrence - Robert Frost,01490018,  11.2,   7.6,   6.5,  10.7,,,,,,,,,   9.0
Lawrence - Rollins Early Childhood Center,01490001,,,,,,,,,,,,,
Lawrence - School for Exceptional Studies,01490537,,,  25.0,   0.0,   0.0,   8.3,   0.0,   0.0,   8.3,   0.0,   0.0,   7.7,   4.3
Lawrence - South Lawrence East Elementary School,01490004,,   8.8,   8.5,  12.5,   9.4,,,,,,,,   9.8
Lawrence - Spark Academy,01490085,,,,,,,   4.4,   1.2,,,,,   2.8
Lawrence - UP Academy Leonard Middle School,01490090,,,,,,,   9.7,   3.4,,,,,   7.0
Lawrence - UP Academy Oliver Middle School,01490049,,,,,,,   6.9,   6.8,,,,,   6.8
Lawrence Family Development Charter (District) - Lawrence Family Development Charter School,04540205,   0.0,   0.0,   0.0,   1.2,   1.2,   1.3,   0.0,   2.5,,,,,   0.8
Learning First Charter Public School (District) - Learning First Charter Public School,04860105,   4.0,   4.1,   2.7,   1.3,   5.0,   4.1,   9.5,   0.0,,,,,   3.9
Lee - Lee Elementary,01500025,  11.5,   2.1,   8.5,   8.3,   6.3,  10.2,,,,,,,   7.9
Lee - Lee Middle/High School,01500505,,,,,,,,   3.8,  13.6,   3.2,   1.7,   3.3,   5.1
Leicester - Leicester Elementary,01510005,   8.2,   6.5,   8.1,   7.8,,,,,,,,,   7.7
Leicester - Leicester High,01510505,,,,,,,,,,   5.0,   2.3,   1.0,   2.7
Leicester - Leicester Integrated Preschool,01510001,,,,,,,,,,,,,
Leicester - Leicester Middle,01510015,,,,,,   6.9,   3.3,   1.8,,,,,   3.9
Lenox - Lenox Memorial High,01520505,,,,,,,   9.4,   3.2,  13.9,   5.9,   2.9,   3.2,   6.5
Lenox - Morris,01520015,   6.8,  13.5,   4.3,  13.0,   7.8,,,,,,,,   9.3
Leominster - Bennett,01530003,,,,,,,,,,,,,
Leominster - Center For Technical Education Innovation,01530605,,,,,,,,,,  28.9,   6.1,   4.1,  15.4
Leominster - Fall Brook,01530007,   6.9,  15.2,   7.8,   9.4,   6.6,,,,,,,,   9.3
Leominster - Frances Drake School,01530010,  23.8,  12.8,   5.0,   2.3,  10.5,,,,,,,,  11.4
Leominster - Johnny Appleseed,01530025,   6.5,   8.8,   8.7,   4.2,   7.8,,,,,,,,   7.2
Leominster - Leominster Center for Excellence,01530515,,,,,,,,,,  10.0,   9.1,   0.0,   6.1
Leominster - Leominster High School,01530505,,,,,,,,,,   4.6,   4.9,   1.3,   3.5
Leominster - Lincoln School,01530005,,,,,,,,,,,,,
Leominster - Northwest,01530030,   8.5,   8.3,   6.6,   7.0,   9.4,,,,,,,,   7.9
Leominster - Priest Street,01530040,,,,,,,,,,,,,
Leominster - Samoset School,01530045,,,,,,,   7.5,   3.5,,,,,   5.5
Leominster - Sky View Middle School,01530320,,,,,,,   7.7,   5.5,,,,,   6.6
Leverett - Leverett Elementary,01540005,  14.3,  17.6,  10.0,   5.6,   0.0,   0.0,,,,,,,   7.5
Lexington - Bowman,01550008,  12.1,  14.8,  17.0,  10.6,   9.0,,,,,,,,  12.7
Lexington - Bridge,01550006,  18.0,  18.1,  17.1,  20.2,  13.5,,,,,,,,  17.2
Lexington - Fiske,01550015,  21.9,  18.6,  14.6,  24.0,   5.4,,,,,,,,  16.2
Lexington - Harrington,01550030,   8.1,  10.7,  14.0,   9.5,  13.6,,,,,,,,  11.3
Lexington - Jonas Clarke Middle,01550305,,,,,,,   9.5,   4.8,,,,,   7.2
Lexington - Joseph Estabrook,01550010,  19.3,  10.0,   9.5,  14.0,   7.4,,,,,,,,  11.7
Lexington - Lexington Children's Place,01550001,,,,,,,,,,,,,
Lexington - Lexington High,01550505,,,,,,,,,,   4.1,   4.2,   1.7,   3.4
Lexington - Maria Hastings,01550035,  11.7,   6.8,   3.0,  11.5,   2.4,,,,,,,,   7.1
Lexington - Wm Diamond Middle,01550310,,,,,,,   6.9,   4.1,,,,,   5.4
Libertas Academy Charter School (District) - Libertas Academy Charter School,35140305,,,,,,,  11.5,   9.2,,,,,  10.3
Lincoln - Hanscom Middle,01570305,,,,,  17.0,  27.1,  21.4,  25.0,,,,,  22.8
Lincoln - Hanscom Primary,01570006,  30.6,  15.6,  30.3,,,,,,,,,,  25.5
Lincoln - Lincoln School,01570025,   6.0,   8.0,   5.9,  11.6,   8.0,  11.5,   3.4,   6.5,,,,,   7.8
Lincoln-Sudbury - Lincoln-Sudbury Regional High,06950505,,,,,,,,,,   1.9,   3.2,   2.1,   2.4
Littleton - Littleton High School,01580505,,,,,,,,,,   2.7,   3.0,   2.8,   2.8
Littleton - Littleton Middle School,01580305,,,,,,,  11.3,   2.4,,,,,   7.1
Littleton - Russell St Elementary,01580015,,,,  10.9,   4.6,,,,,,,,   7.6
Littleton - Shaker Lane Elementary,01580005,   7.0,  11.1,,,,,,,,,,,   8.9
Longmeadow - Blueberry Hill,01590005,  11.5,   8.3,   9.9,   6.8,   6.5,,,,,,,,   8.4
Longmeadow - Center,01590010,   5.5,  11.8,  11.8,   4.2,   5.8,,,,,,,,   7.8
Longmeadow - Glenbrook Middle,01590017,,,,,,,   2.8,   4.6,,,,,   3.7
Longmeadow - Longmeadow High,01590505,,,,,,,,,,   2.8,   4.0,   2.7,   3.2
Longmeadow - Williams Middle,01590305,,,,,,,   5.4,   1.8,,,,,   3.7
Longmeadow - Wolf Swamp Road,01590025,   3.6,   3.3,   6.8,   5.5,   7.4,,,,,,,,   5.3
Lowell - Abraham Lincoln,01600020,   7.1,   3.2,   5.4,   3.3,,,,,,,,,   4.7
Lowell - B.F. Butler Middle School,01600310,,,,,,   4.3,   6.7,   4.1,,,,,   5.0
Lowell - Bartlett Community Partnership,01600090,  13.3,  10.2,   0.0,   2.4,   6.7,   6.5,   1.9,   3.8,,,,,   5.6
Lowell - Cardinal O'Connell Early Learning Center,01600001,,,,,,,,,,,,,
Lowell - Charles W Morey,01600030,   8.1,   3.1,   4.4,   2.2,,,,,,,,,   4.4
Lowell - Charlotte M Murkland Elementary,01600080,   3.7,   6.4,   4.5,   4.4,,,,,,,,,   4.8
Lowell - Dr An Wang School,01600345,,,,,,   8.8,   4.6,   1.2,,,,,   4.9
Lowell - Dr Gertrude Bailey,01600002,   2.3,   4.3,   2.2,   1.1,,,,,,,,,   2.5
Lowell - Dr. Janice Adie Day School,01600605,,  25.0,  33.3,   0.0,   0.0,,,,,,,,   9.8
Lowell - Greenhalge,01600015,   7.2,   8.4,  10.4,   5.6,,,,,,,,,   7.8
Lowell - Henry J Robinson Middle,01600330,,,,,,   6.0,   4.9,   7.1,,,,,   6.0
Lowell - James S Daley Middle School,01600315,,,,,,   1.7,   4.0,   2.3,,,,,   2.7
Lowell - James Sullivan Middle School,01600340,,,,,,   4.7,   5.8,   5.7,,,,,   5.4
Lowell - John J Shaughnessy,01600050,   4.7,   3.2,   6.0,   1.1,,,,,,,,,   3.7
Lowell - Joseph McAvinnue,01600010,   5.9,  12.5,  15.4,  10.6,,,,,,,,,  11.2
Lowell - Kathryn P. Stoklosa Middle School,01600360,,,,,,   5.9,   1.2,   3.0,,,,,   3.4
Lowell - Laura Lee Therapeutic Day School,01600085,,,,,,,   0.0,   0.0,,,,,   0.0
Lowell - Leblanc Therapeutic Day School,01600320,,,,,,,,,,   0.0,   9.1,   0.0,   3.4
Lowell - Lowell High,01600505,,,,,,,,,,   4.4,   4.0,   3.1,   3.8
Lowell - Moody Elementary,01600027,   4.3,   9.8,   4.4,   8.0,,,,,,,,,   6.8
Lowell - Pawtucketville Memorial,01600036,   6.6,   8.4,   4.3,   6.5,,,,,,,,,   6.4
Lowell - Peter W Reilly,01600040,   4.5,   9.3,   5.6,   7.6,,,,,,,,,   6.8
Lowell - Pyne Arts,01600018,   4.1,   0.0,   8.3,   4.3,   4.2,   5.0,   1.7,   5.2,,,,,   4.0
Lowell - Rogers STEM Academy,01600005,   8.5,   4.3,   4.5,   3.4,   6.5,   9.4,   4.4,   7.3,,,,,   6.1
Lowell - S Christa McAuliffe Elementary,01600075,   6.1,   5.3,   7.7,   3.3,,,,,,,,,   5.5
Lowell - The Career Academy,01600515,,,,,,,,,,   0.0,  10.0,  16.7,   8.3
Lowell - Washington,01600055,   2.4,   4.2,   2.3,   2.2,,,,,,,,,   2.8
Lowell Community Charter Public (District) - Lowell Community Charter Public School,04560050,   5.2,   4.2,   5.5,   4.4,   4.5,   3.4,   0.0,   5.5,,,,,   4.2
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,04580505,,,,,,,,,,   0.0,   4.3,   0.0,   1.4
Ludlow - Chapin Street Elementary School,01610020,,,   7.6,,,,,,,,,,   7.6
Ludlow - East Street Elementary School,01610010,  10.2,,,,,,,,,,,,  10.2
Ludlow - Ludlow Senior High,01610505,,,,,,,,,,   3.9,   2.7,   1.0,   2.6
Ludlow - Paul R Baird Middle,01610305,,,,,,,   4.8,   2.5,,,,,   3.6
Ludlow - Veterans Park Elementary,01610023,,,,,   3.0,,,,,,,,   3.0
Lunenburg - Advanced Community Experience Program,01620605,,,,,,,,,,,,,
Lunenburg - Lunenburg High,01620505,,,,,,,,,,   0.0,   3.3,   3.4,   2.3
Lunenburg - Lunenburg Middle School,01620305,,,,,,,   4.3,   6.3,,,,,   5.3
Lunenburg - Lunenburg Primary School,01620010,  16.3,  11.0,,,,,,,,,,,  13.4
Lunenburg - Turkey Hill Elementary School,01620025,,,,   8.4,   7.9,,,,,,,,   8.2
Lynn - A Drewicz Elementary,01630016,  17.7,  15.1,   7.7,  16.2,   7.3,,,,,,,,  12.7
Lynn - Aborn,01630011,   2.9,  11.8,   7.1,  10.0,   2.5,,,,,,,,   7.2
Lynn - Breed Middle School,01630405,,,,,,,   7.8,  33.8,,,,,  20.8
Lynn - Brickett Elementary,01630020,   4.0,  12.9,  10.3,  10.2,   8.6,,,,,,,,   9.5
Lynn - Capt William G Shoemaker,01630090,   8.0,  10.6,  10.1,   8.3,   7.9,,,,,,,,   9.2
Lynn - Classical High,01630505,,,,,,,,,,   7.3,   5.9,   5.8,   6.4
Lynn - Cobbet Elementary,01630035,  13.9,   6.6,  13.4,   5.8,   8.1,,,,,,,,   9.5
Lynn - E J Harrington,01630045,  15.5,   5.4,  13.4,   8.1,   4.9,,,,,,,,   9.5
Lynn - Edward A Sisson,01630095,   8.3,   9.6,  11.0,   4.1,   4.3,,,,,,,,   7.5
Lynn - Fecteau-Leary Junior/Senior High School,01630525,,,,,,,  30.8,  10.0,  15.4,   0.0,  21.4,  16.7,  15.3
Lynn - Hood,01630055,   8.3,  10.0,   5.8,  11.3,   1.4,,,,,,,,   7.4
Lynn - Ingalls,01630060,  51.2,   5.0,  12.7,   7.7,   8.1,,,,,,,,  20.7
Lynn - Julia F Callahan,01630030,  15.9,   9.8,  12.5,   7.0,   8.2,,,,,,,,  10.3
Lynn - Lincoln-Thomson,01630070,   0.0,  18.9,   0.0,   6.1,   9.1,,,,,,,,   7.8
Lynn - Lynn English High,01630510,,,,,,,,,,   4.7,   5.7,   4.1,   4.9
Lynn - Lynn Vocational Technical Institute,01630605,,,,,,,,,  52.6,   3.1,   2.9,   0.4,  15.4
Lynn - Lynn Woods,01630075,  25.0,   6.9,  11.1,  23.3,   0.0,,,,,,,,  12.7
Lynn - Pickering Middle,01630420,,,,,,,   6.6,  27.1,,,,,  17.1
Lynn - Robert L Ford,01630050,,   5.2,   6.7,   5.3,   6.1,,,,,,,,   5.8
Lynn - Sewell-Anderson,01630085,  81.0,   9.1,   4.5,   8.3,   8.1,,,,,,,,  37.6
Lynn - Thurgood Marshall Mid,01630305,,,,,,,   6.3,  22.1,,,,,  13.8
Lynn - Tracy,01630100,,   9.1,   3.3,   6.8,   6.1,,,,,,,,   6.3
Lynn - Washington Elementary School,01630005,  13.4,   7.3,  11.3,   7.8,   7.0,,,,,,,,   9.5
Lynn - William R Fallon,01630080,,,  33.3,  18.2,  36.4,,,,,,,,  27.3
Lynn - Wm P Connery,01630040,  14.4,   8.4,   6.7,   7.0,   7.9,,,,,,,,   8.8
Lynnfield - Huckleberry Hill,01640010,   5.9,   6.0,   1.1,   3.4,,,,,,,,,   4.1
Lynnfield - Lynnfield High,01640505,,,,,,,,,,   2.2,   2.1,   1.8,   2.0
Lynnfield - Lynnfield Middle School,01640405,,,,,,   6.4,   4.8,   2.5,,,,,   4.7
Lynnfield - Lynnfield Preschool,01640005,,,,,,,,,,,,,
Lynnfield - Summer Street,01640020,  10.1,   2.4,   3.1,   2.9,,,,,,,,,   4.4
MATCH Charter Public School (District) - MATCH Charter Public School,04690505,   5.5,   1.0,   6.2,   7.2,   9.5,   9.3,   8.6,   8.9,  12.9,   2.3,   2.5,   4.3,   6.6
Ma Academy for Math and Science - Ma Academy for Math and Science School,04680505,,,,,,,,,,,,   2.0,   2.0
Malden - Beebe,01650003,  10.6,   3.4,   7.0,   8.0,  10.8,   7.5,   7.8,   2.9,,,,,   7.2
Malden - Ferryway,01650013,   9.3,   3.0,   6.0,   6.2,  10.3,   5.6,  10.0,   7.3,,,,,   7.2
Malden - Forestdale,01650027,   3.3,   8.5,   5.7,   0.0,   7.0,   7.7,   2.7,   9.5,,,,,   5.6
Malden - Linden,01650047,   8.5,   8.1,   5.4,   3.1,   3.3,   4.8,  11.1,   6.3,,,,,   6.3
Malden - Malden Early Learning Center,01650049,,,,,,,,,,,,,
Malden - Malden High,01650505,,,,,,,,,,   6.4,   7.4,   4.7,   6.3
Malden - Salemwood,01650057,  10.5,  18.6,  13.9,  12.0,  10.6,   9.5,  10.4,  11.1,,,,,  11.9
Manchester Essex Regional - Essex Elementary,06980020,  15.0,  11.8,  15.0,  16.1,  13.9,,,,,,,,  14.4
Manchester Essex Regional - Manchester Essex Regional High School,06980510,,,,,,,,,,   5.6,   4.0,   1.7,   3.8
Manchester Essex Regional - Manchester Essex Regional Middle School,06980030,,,,,,,   5.9,   2.3,,,,,   4.1
Manchester Essex Regional - Manchester Memorial Elementary,06980010,   4.7,  16.7,   0.0,  14.8,  11.4,,,,,,,,   9.7
Mansfield - Everett W Robinson,01670007,   8.1,   4.8,,,,,,,,,,,   6.4
Mansfield - Harold L Qualters Middle,01670035,,,,,,,   2.1,   4.1,,,,,   3.1
Mansfield - Jordan/Jackson Elementary,01670014,,,,   7.5,   3.4,,,,,,,,   5.4
Mansfield - Mansfield High,01670505,,,,,,,,,,   2.6,   1.4,   2.1,   2.1
Mansfield - Roland Green School,01670003,,,,,,,,,,,,,
Map Academy Charter School (District) - Map Academy Charter School,35170505,,,,,,,,,,  10.2,   0.0,   5.8,   5.8
Marblehead - Dr. Samuel C. Eveleth,01680025,,,,,,,,,,,,,
Marblehead - Glover,01680020,  17.3,   6.7,  11.5,,,,,,,,,,  11.9
Marblehead - L H Coffin,01680010,,  13.3,,,,,,,,,,,  13.3
Marblehead - Marblehead High,01680505,,,,,,,,,,   5.1,   5.1,   2.0,   4.1
Marblehead - Marblehead Veterans Middle School,01680300,,,,,,,,   5.0,,,,,   5.0
Marblehead - Village School,01680016,,,,  21.9,   9.4,  10.4,,,,,,,  13.1
Marblehead Community Charter Public (District) - Marblehead Community Charter Public School,04640305,,,,,  18.8,  11.5,  50.0,   5.3,,,,,  24.6
Marion - Sippican,01690005,  12.3,   8.3,   7.1,  11.9,   6.3,   4.9,,,,,,,   8.4
Marlborough - 1 LT Charles W. Whitcomb School,01700045,,,,,,  13.5,   5.4,   3.8,,,,,   7.7
Marlborough - Charles Jaworek School,01700030,  35.4,  39.8,  39.2,  36.9,  35.6,,,,,,,,  37.3
Marlborough - Early Childhood Center,01700006,,,,,,,,,,,,,
Marlborough - Francis J Kane,01700008,  40.7,  42.7,  41.4,  38.9,  33.6,,,,,,,,  39.4
Marlborough - Goodnow Brothers Elementary School,01700020,,,,,,,,,,,,,
Marlborough - Marlborough High,01700505,,,,,,,,,,   6.3,   5.7,   3.4,   5.2
Marlborough - Richer,01700025,  42.3,  35.1,  49.3,  47.5,  42.5,,,,,,,,  43.2
Marshfield - Daniel Webster,01710015,   5.0,   2.5,   7.4,   5.7,   3.6,,,,,,,,   5.0
Marshfield - Eames Way School,01710005,   9.4,  13.9,   7.5,   0.0,   0.0,,,,,,,,   5.9
Marshfield - Furnace Brook Middle,01710310,,,,,,,   5.1,   3.9,,,,,   4.5
Marshfield - Gov Edward Winslow,01710020,   4.6,   5.1,   3.6,   2.9,   2.7,,,,,,,,   3.7
Marshfield - Marshfield High,01710505,,,,,,,,,,   3.0,   1.5,   1.3,   2.0
Marshfield - Martinson Elementary,01710025,   8.1,  16.4,   6.3,   8.0,   1.9,,,,,,,,   8.3
Marshfield - South River,01710010,  11.5,   6.5,   4.1,   1.6,   3.8,,,,,,,,   5.3
Martha's Vineyard - Martha's Vineyard Regional High,07000505,,,,,,,,,,   1.6,   2.6,   1.2,   1.8
Martha's Vineyard Charter (District) - Martha's Vineyard Charter School,04660550,  15.4,   5.9,   0.0,   8.3,   5.9,  12.5,   6.7,   5.3,  70.0,,   6.3,  28.6,  15.4
Martin Luther King Jr. Charter School of Excellence (District) - Martin Luther King Jr. Charter School of Excellence,04920005,  10.8,   1.7,   3.4,   3.2,   3.3,,,,,,,,   4.6
Masconomet - Masconomet Regional High School,07050505,,,,,,,,,,   3.1,   5.1,   2.1,   3.5
Masconomet - Masconomet Regional Middle School,07050405,,,,,,,,   4.2,,,,,   4.2
Mashpee - Kenneth Coombs School,01720005,  12.1,  10.5,,,,,,,,,,,  11.3
Mashpee - Mashpee High,01720505,,,,,,,,,,   2.5,   3.6,   0.9,   2.3
Mashpee - Mashpee Middle School,01720020,,,,,,,,   4.8,,,,,   4.8
Mashpee - Quashnet School,01720035,,,,   8.8,   8.3,   5.1,,,,,,,   7.4
Mattapoisett - Center,01730005,   3.8,   3.4,  10.0,,,,,,,,,,   5.9
Mattapoisett - Old Hammondtown,01730010,,,,,   7.9,   5.6,,,,,,,   6.8
Maynard - Fowler School,01740305,,,,,   6.1,  19.5,  11.0,   4.2,,,,,  10.0
Maynard - Green Meadow,01740010,   9.0,  14.6,   2.7,,,,,,,,,,   8.5
Maynard - Maynard High,01740505,,,,,,,,,,   4.2,   5.4,   2.6,   4.1
Medfield - Dale Street,01750005,,,,,   1.9,,,,,,,,   1.9
Medfield - Medfield Senior High,01750505,,,,,,,,,,   2.0,   3.6,   2.0,   2.5
Medfield - Memorial School,01750003,   9.1,,,,,,,,,,,,   9.1
Medfield - Ralph Wheelock School,01750007,,,   2.7,,,,,,,,,,   2.7
Medfield - Thomas Blake Middle,01750305,,,,,,,   6.3,   2.2,,,,,   4.2
Medford - Brooks School,01760130,  19.1,  25.6,  19.4,  15.6,   7.2,,,,,,,,  17.5
Medford - Christopher Columbus,01760140,  12.3,  10.6,   6.1,   7.8,   5.9,,,,,,,,   8.8
Medford - Curtis-Tufts,01760510,,,,,,,,,,,  14.3,,   9.1
Medford - John J McGlynn Elementary School,01760068,  27.3,   8.2,   6.8,   5.7,   5.4,,,,,,,,  11.0
Medford - John J. McGlynn Middle School,01760320,,,,,,,   7.1,   3.6,,,,,   5.5
Medford - Madeleine Dugger Andrews,01760315,,,,,,,   6.1,   4.2,,,,,   5.2
Medford - Medford High,01760505,,,,,,,,,,   2.6,   2.7,   2.0,   2.4
Medford - Milton Fuller Roberts,01760150,  13.3,   7.0,   4.1,  18.6,  26.8,,,,,,,,  14.6
Medway - Burke/Memorial Elementary School,01770015,,,   7.7,   4.0,,,,,,,,,   5.9
Medway - John D Mc Govern Elementary,01770013,   5.4,,,,,,,,,,,,   5.4
Medway - Medway High,01770505,,,,,,,,,,   1.9,   1.7,   3.2,   2.2
Medway - Medway Middle,01770305,,,,,,   3.0,   4.4,   3.5,,,,,   3.7
Melrose - Early Childhood Center,01780003,,,,,,,,,,,,,
Melrose - Herbert Clark Hoover,01780017,  18.3,   9.0,  14.8,   6.7,   9.5,,,,,,,,  12.0
Melrose - Horace Mann,01780025,  10.9,   6.3,   2.1,   4.2,  11.1,,,,,,,,   6.8
Melrose - Lincoln,01780020,  14.5,   4.3,  10.1,   6.0,   2.7,,,,,,,,   7.1
Melrose - Melrose High,01780505,,,,,,,,,,   4.1,   2.1,   2.1,   2.7
Melrose - Melrose Middle,01780305,,,,,,,   5.2,   4.7,,,,,   4.9
Melrose - Roosevelt,01780035,   1.6,  11.6,  11.4,   6.9,   3.7,,,,,,,,   7.1
Melrose - Winthrop,01780050,   5.8,   4.6,   8.2,   2.9,   8.8,,,,,,,,   6.2
Mendon-Upton - Henry P Clough,07100179,  11.7,   3.1,   2.9,   5.4,,,,,,,,,   5.6
Mendon-Upton - Memorial School,07100001,   6.5,   7.4,   4.2,  12.7,,,,,,,,,   7.5
Mendon-Upton - Miscoe Hill School,07100015,,,,,,   4.4,   3.1,   1.4,,,,,   2.9
Mendon-Upton - Nipmuc Regional High,07100510,,,,,,,,,,   2.0,   1.2,   1.9,   1.7
Methuen - Comprehensive Grammar School,01810050,  15.6,  16.8,  13.8,   5.8,  11.5,  11.3,  13.2,  12.3,,,,,  12.4
Methuen - Donald P Timony Grammar,01810060,   7.8,  13.6,   9.7,  11.0,   9.0,   7.5,   7.7,   3.6,,,,,   8.7
Methuen - Marsh Grammar School,01810030,  11.8,  14.2,   4.6,  10.5,   9.2,   5.8,   4.4,   2.1,,,,,   7.8
Methuen - Methuen High,01810505,,,,,,,,,,   3.5,   4.3,   3.3,   3.7
Methuen - Tenney Grammar School,01810055,   5.3,   9.2,  10.8,   6.9,   6.1,  11.7,   8.0,   5.6,,,,,   7.9
Middleborough - Henry B. Burkland Elementary School,01820008,,  11.1,  10.4,  10.9,   6.6,,,,,,,,   9.8
Middleborough - John T. Nichols Middle,01820305,,,,,,,   3.8,   2.7,,,,,   3.3
Middleborough - Mary K. Goode Elementary School,01820010,,  12.4,  11.7,  10.7,   4.6,,,,,,,,  10.0
Middleborough - Memorial Early Childhood Center,01820011,,,,,,,,,,,,,
Middleborough - Middleborough High,01820505,,,,,,,,,,   2.8,   1.0,   2.2,   2.0
Middleton - Fuller Meadow,01840003,   2.3,   8.5,,,,,,,,,,,   5.7
Middleton - Howe-Manning,01840005,,,,   7.1,   6.0,   6.7,,,,,,,   6.6
Milford - Brookside,01850065,  11.5,  13.6,,,,,,,,,,,  12.5
Milford - Memorial,01850010,   8.1,  11.8,,,,,,,,,,,   9.9
Milford - Milford High,01850505,,,,,,,,,,   4.3,   5.2,   6.1,   5.1
Milford - Shining Star Early Childhood Center,01850075,,,,,,,,,,,,,
Milford - Stacy Middle,01850305,,,,,,,   2.9,   3.9,,,,,   3.4
Milford - Woodland,01850090,,,,   6.3,   7.1,,,,,,,,   6.7
Millbury - Elmwood Street,01860017,   8.0,   8.3,   8.3,,,,,,,,,,   8.2
Millbury - Millbury Junior/Senior High,01860505,,,,,,,,   3.2,  19.3,   5.4,   0.0,   0.0,   6.0
Millbury - Raymond E. Shaw Elementary,01860025,,,,,   9.5,   9.9,,,,,,,   9.7
Millis - Clyde F Brown,01870005,   8.8,   3.9,   4.2,   2.5,   6.0,,,,,,,,   5.0
Millis - Millis High School,01870505,,,,,,,,,,   2.6,   2.8,   3.2,   2.9
Millis - Millis Middle,01870020,,,,,,,   2.6,   4.2,,,,,   3.5
Milton - Charles S Pierce Middle,01890410,,,,,,,  14.9,   6.5,,,,,  10.9
Milton - Collicot,01890005,  13.5,   4.9,   5.3,   6.3,   7.6,,,,,,,,   7.3
Milton - Cunningham School,01890007,   5.6,   2.2,   3.4,   4.0,   3.2,,,,,,,,   3.7
Milton - Glover,01890010,   7.3,   0.9,   2.7,   4.1,   6.0,,,,,,,,   4.1
Milton - Milton High,01890505,,,,,,,,,,   3.7,   1.8,   0.7,   2.1
Milton - Tucker,01890020,   7.6,   9.1,   2.8,   4.1,   6.2,,,,,,,,   5.9
Minuteman Regional Vocational Technical - Minuteman Regional High,08300605,,,,,,,,,,   5.3,   4.7,   1.4,   3.9
Mohawk Trail - Buckland-Shelburne Regional,07170005,   7.4,   7.1,   7.5,   5.9,   2.9,  12.1,,,,,,,   7.1
Mohawk Trail - Colrain Central,07170010,  36.4,  35.3,,  50.0,  11.8,  38.9,,,,,,,  34.1
Mohawk Trail - Mohawk Trail Regional School,07170505,,,,,,,,  12.3,  49.3,  15.2,   8.2,   5.8,  19.7
Mohawk Trail - Sanderson Academy,07170020,  37.5,  14.3,  26.9,   5.0,  30.8,  10.0,,,,,,,  19.8
Monomoy Regional School District - Chatham Elementary School,07120001,  14.7,  17.6,   9.4,  13.3,,,,,,,,,  13.8
Monomoy Regional School District - Harwich Elementary School,07120002,  12.8,  11.1,  15.4,   3.0,,,,,,,,,  10.7
Monomoy Regional School District - Monomoy Regional High School,07120515,,,,,,,,,  22.7,   5.5,   3.1,   0.8,   8.3
Monomoy Regional School District - Monomoy Regional Middle School,07120315,,,,,,   9.8,   2.2,,,,,,   6.3
Monson - Granite Valley School,01910030,,   2.9,   6.3,   5.9,   3.9,   1.3,,,,,,,   4.0
Monson - Monson High School,01910505,,,,,,,,   5.1,  39.7,   0.0,   1.5,   3.3,  11.1
Monson - Quarry Hill Community School,01910010,,,,,,,,,,,,,
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,08320605,,,,,,,,,,   4.6,   3.2,   0.6,   2.8
Mount Greylock - Lanesborough Elementary,07150005,  11.1,   7.4,   8.3,   5.7,   4.3,   4.0,,,,,,,   6.8
Mount Greylock - Mt Greylock Regional High,07150505,,,,,,,,   9.0,  17.1,   2.4,   8.0,   1.2,   8.4
Mount Greylock - Williamstown Elementary,07150010,  15.0,  12.5,  13.3,   6.7,   5.8,  11.5,,,,,,,  10.4
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,04700105,   2.0,   3.9,   1.3,   4.7,   3.1,   5.6,   2.0,   5.3,   9.1,   3.3,   6.1,   1.1,   3.9
Nahant - Johnson,01960010,   0.0,   0.0,   6.7,  23.8,  17.4,   0.0,,,,,,,   9.3
Nantucket - Cyrus Peirce,01970010,,,,,,,   3.9,   3.2,,,,,   3.6
Nantucket - Nantucket Elementary,01970005,   4.8,  10.5,,,,,,,,,,,   7.9
Nantucket - Nantucket High,01970505,,,,,,,,,,   2.1,   2.9,   5.3,   3.3
Nantucket - Nantucket Intermediate School,01970020,,,,   8.7,   5.1,,,,,,,,   6.7
Narragansett - Narragansett Middle,07200305,,,,,,,  10.5,,,,,,  10.5
Narragansett - Narragansett Regional High,07200505,,,,,,,,,,  15.4,   9.9,   6.3,  11.1
Narragansett - Templeton Elementary School,07200020,  14.0,   8.5,   7.7,   5.1,,,,,,,,,   8.8
Nashoba - Center School,07250020,   6.7,   5.7,   1.5,   4.4,   2.5,,,,,,,,   4.3
Nashoba - Florence Sawyer School,07250025,   3.4,   5.1,   5.7,   3.8,   9.6,   5.6,   3.8,   3.2,,,,,   5.1
Nashoba - Hale,07250310,,,,,,,   5.1,   4.1,,,,,   4.6
