District Name,District Code,Churn/Intake Enroll,% Churn,% Intake,Stability Enroll,% Stability
Westwood,03350000,       755,     4.9,     3.3,       734,    98.4
Weymouth,03360000,"     2,987",    16.8,    12.6,"     2,787",    89.5
Whately,03370000,        45,     2.2,     2.2,        44,   100.0
Whitman-Hanson,07800000,"     1,354",    12.4,     8.5,"     1,285",    92.6
Whittier Regional Vocational Technical,08850000,       649,     3.1,     1.1,       644,    97.7
Williamsburg,03400000,        57,    10.5,     8.8,        52,    98.1
Wilmington,03420000,       849,     5.7,     2.6,       834,    96.4
Winchendon,03430000,       761,    14.1,     7.5,       720,    91.8
Winchester,03440000,"     1,228",     6.4,     4.6,"     1,181",    97.5
Winthrop,03460000,       951,    12.2,     8.4,       907,    92.1
Woburn,03470000,"     2,329",    13.7,     8.6,"     2,193",    92.4
Worcester,03480000,"    21,970",    14.5,     7.7,"    20,913",    91.9
Worthington,03490000,        49,    16.3,    16.3,        43,    95.3
Wrentham,03500000,       283,     9.2,     6.7,       273,    94.1
